Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageWorkingHours,Overtime_Hours,Loyalty_Ratio,Promotion_Stagnation,Manager_Stability,Prior_Tenure_Avg,Compa_Ratio_Level,Hike_Per_Performance,Burnout_Risk_Score,Attrition_Binary
40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,788,Male,3,Laboratory Technician,Divorced,167520,2.0,18,1,8.0,3,3,1,2,3,3,3.0,3.0,4.0,6.513810185185185,-1.4861898148148152,0.375,0.3333333333333333,0.6666666666666666,2.5,55840.0,6.0,-1.4861898148148152,0
44,No,Travel_Rarely,Research & Development,5,1,Other,789,Male,3,Research Scientist,Single,52280,1.0,13,0,6.0,2,5,1,3,4,3,4.0,2.0,2.0,6.923727231329691,-1.076272768670309,0.8333333333333334,0.2,0.6,1.0,17426.666666666668,4.333333333333333,-3.2288183060109272,0
33,No,Travel_Frequently,Human Resources,10,3,Medical,790,Female,2,Sales Executive,Married,27000,0.0,14,3,5.0,2,4,0,3,3,3,4.0,1.0,3.0,7.28843487394958,-0.7115651260504201,0.8,0.0,0.75,0.0,13500.0,4.666666666666667,-1.4231302521008402,0
34,No,Travel_Rarely,Research & Development,10,4,Life Sciences,791,Female,1,Sales Representative,Single,192460,3.0,15,1,15.0,5,13,3,12,3,3,4.0,1.0,3.0,6.880241290018833,-1.1197587099811672,0.8666666666666667,0.23076923076923078,0.9230769230769231,0.6666666666666666,192460.0,5.0,-2.2395174199623344,0
30,No,Travel_Rarely,Sales,1,2,Technical Degree,792,Male,1,Laboratory Technician,Married,25060,8.0,22,0,4.0,3,2,2,2,3,4,4.0,3.0,2.0,6.058786610878662,-1.9412133891213381,0.5,1.0,1.0,0.25,25060.0,5.5,-5.823640167364014,0
42,No,Travel_Frequently,Research & Development,8,4,Medical,793,Female,1,Sales Executive,Single,60620,1.0,22,2,12.0,2,12,5,8,3,4,1.0,4.0,3.0,7.300039158100832,-0.6999608418991681,1.0,0.4166666666666667,0.6666666666666666,0.0,60620.0,5.5,-1.3999216837983361,0
44,No,Travel_Frequently,Research & Development,5,3,Life Sciences,794,Female,5,Manufacturing Director,Married,43820,7.0,16,2,11.0,2,1,0,0,3,3,1.0,3.0,2.0,7.579750712250712,-0.4202492877492876,0.09090909090909091,0.0,0.0,1.4285714285714286,8764.0,5.333333333333333,-1.2607478632478628,0
30,No,Non-Travel,Research & Development,8,3,Life Sciences,795,Male,1,Manufacturing Director,Divorced,21430,1.0,17,1,1.0,2,1,0,0,3,3,3.0,3.0,2.0,6.094781400966184,-1.905218599033816,1.0,0.0,0.0,0.0,21430.0,5.666666666666667,-5.715655797101448,0
57,No,Travel_Rarely,Sales,2,1,Life Sciences,796,Male,3,Research Scientist,Married,61620,0.0,14,0,13.0,5,12,2,8,2,3,2.0,3.0,2.0,7.580286231884057,-0.4197137681159431,0.9230769230769231,0.16666666666666666,0.6666666666666666,0.0,20540.0,4.666666666666667,-1.2591413043478292,0
49,No,Travel_Rarely,Research & Development,7,3,Technical Degree,797,Female,2,Sales Executive,Divorced,50940,3.0,15,0,29.0,5,8,0,7,3,3,3.0,2.0,3.0,6.893671139359699,-1.1063288606403008,0.27586206896551724,0.0,0.875,7.0,25470.0,5.0,-2.2126577212806016,0
34,No,Travel_Frequently,Research & Development,2,4,Medical,798,Female,2,Sales Representative,Divorced,68770,7.0,20,0,16.0,3,14,6,9,3,4,2.0,1.0,2.0,6.305397865114023,-1.6946021348859768,0.875,0.42857142857142855,0.6428571428571429,0.2857142857142857,34385.0,5.0,-5.08380640465793,0
28,Yes,Travel_Frequently,Research & Development,2,3,Medical,799,Male,1,Research Scientist,Married,22740,3.0,20,1,5.0,5,3,1,2,3,4,1.0,3.0,4.0,6.538028233151183,-1.4619717668488166,0.6,0.3333333333333333,0.6666666666666666,0.6666666666666666,22740.0,5.0,-1.4619717668488166,1
29,Yes,Travel_Frequently,Research & Development,28,3,Medical,800,Female,5,Research Scientist,Single,44340,2.0,17,3,7.0,1,5,0,0,3,3,1.0,2.0,1.0,7.796020804755372,-0.20397919524462793,0.7142857142857143,0.0,0.0,1.0,8868.0,5.666666666666667,-0.8159167809785117,1
34,Yes,Travel_Rarely,Research & Development,7,1,Medical,801,Male,1,Research Scientist,Single,62880,0.0,15,1,16.0,2,15,10,10,3,3,1.0,2.0,4.0,8.512823691460056,0.5128236914600564,0.9375,0.6666666666666666,0.6666666666666666,0.0,62880.0,5.0,0.5128236914600564,1
35,No,Travel_Rarely,Sales,7,4,Other,802,Female,4,Healthcare Representative,Married,25530,1.0,14,1,1.0,4,1,0,0,2,3,4.0,3.0,3.0,6.602291972589329,-1.3977080274106708,1.0,0.0,0.0,0.0,6382.5,4.666666666666667,-2.7954160548213416,0
24,Yes,Travel_Frequently,Sales,3,3,Life Sciences,803,Male,2,Research Scientist,Single,76540,2.0,17,1,4.0,3,0,0,0,2,3,2.0,1.0,2.0,8.521810920362421,0.5218109203624213,0.0,0.0,0.0,2.0,38270.0,5.666666666666667,1.5654327610872638,1
24,No,Non-Travel,Research & Development,10,3,Life Sciences,804,Female,2,Manager,Married,51600,1.0,17,1,1.0,3,1,0,0,1,3,4.0,2.0,3.0,7.350506741050674,-0.6494932589493256,1.0,0.0,0.0,0.0,25800.0,5.666666666666667,-1.2989865178986513,0
44,No,Travel_Frequently,Research & Development,5,2,Medical,805,Female,2,Research Scientist,Single,171590,5.0,22,1,16.0,1,2,2,2,2,4,2.0,3.0,2.0,10.292641746684955,2.2926417466849554,0.125,1.0,1.0,2.8,85795.0,5.5,6.877925240054866,0
29,No,Travel_Rarely,Sales,10,2,Life Sciences,806,Female,1,Sales Executive,Divorced,128080,1.0,13,0,10.0,6,10,0,4,3,3,3.0,3.0,3.0,7.03019090077732,-0.9698090992226804,1.0,0.0,0.4,0.0,128080.0,4.333333333333333,-1.9396181984453609,0
30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,807,Male,3,Sales Executive,Divorced,102210,0.0,19,1,6.0,2,5,1,3,3,3,3.0,3.0,4.0,6.101496786042241,-1.898503213957759,0.8333333333333334,0.2,0.6,0.0,34070.0,6.333333333333333,-1.898503213957759,0
55,No,Travel_Rarely,Sales,20,3,Marketing,808,Male,2,Research Scientist,Married,47790,0.0,14,1,4.0,6,3,1,2,3,3,4.0,3.0,3.0,10.69115721040189,2.69115721040189,0.75,0.3333333333333333,0.6666666666666666,0.0,23895.0,4.666666666666667,5.38231442080378,0
33,No,Travel_Rarely,Research & Development,7,2,Life Sciences,809,Male,2,Research Scientist,Married,37370,8.0,22,2,8.0,2,5,0,2,3,4,1.0,2.0,3.0,7.8985393897996365,-0.10146061020036345,0.625,0.0,0.4,0.375,18685.0,5.5,-0.2029212204007269,0
47,No,Travel_Rarely,Research & Development,8,4,Medical,810,Female,2,Sales Representative,Married,23660,3.0,17,0,11.0,5,5,1,2,2,3,3.0,3.0,2.0,10.849712962962963,2.849712962962963,0.45454545454545453,0.2,0.4,2.0,11830.0,5.666666666666667,8.549138888888889,0
28,Yes,Travel_Frequently,Sales,1,3,Marketing,811,Male,2,Laboratory Technician,Single,17060,7.0,12,0,8.0,3,0,0,0,3,3,3.0,1.0,2.0,7.588862704918032,-0.41113729508196784,0.0,0.0,0.0,1.1428571428571428,8530.0,4.0,-1.2334118852459035,1
28,No,Travel_Rarely,Sales,8,4,Marketing,812,Male,1,Laboratory Technician,Divorced,163070,1.0,16,0,1.0,3,1,0,0,2,3,1.0,3.0,1.0,6.122644675925926,-1.877355324074074,1.0,0.0,0.0,0.0,163070.0,5.333333333333333,-7.509421296296296,0
28,No,Travel_Frequently,Research & Development,9,3,Life Sciences,813,Female,2,Sales Executive,Single,59330,0.0,11,0,5.0,3,4,1,3,3,3,3.0,1.0,3.0,6.962416789035732,-1.037583210964268,0.8,0.25,0.75,0.0,29665.0,3.6666666666666665,-2.075166421928536,0
49,No,Travel_Rarely,Research & Development,5,4,Life Sciences,814,Female,1,Research Scientist,Married,34240,4.0,11,0,10.0,3,3,1,2,3,3,3.0,1.0,3.0,6.400011921793037,-1.5999880782069633,0.3,0.3333333333333333,0.6666666666666666,1.75,34240.0,3.6666666666666665,-3.1999761564139266,0
29,No,Travel_Frequently,Research & Development,8,1,Medical,815,Male,1,Research Scientist,Married,40370,0.0,14,0,4.0,2,3,0,2,1,3,4.0,2.0,3.0,7.121506147540984,-0.878493852459016,0.75,0.0,0.6666666666666666,0.0,40370.0,4.666666666666667,-1.756987704918032,0
28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,816,Male,2,Laboratory Technician,Married,25590,1.0,11,0,8.0,3,8,1,7,2,3,3.0,2.0,2.0,5.973506038647343,-2.0264939613526574,1.0,0.125,0.875,0.0,12795.0,3.6666666666666665,-6.079481884057972,0
33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,817,Female,1,Sales Executive,Single,62010,2.0,15,3,14.0,2,0,0,0,2,3,4.0,3.0,3.0,8.459304954304955,0.45930495430495455,0.0,0.0,0.0,7.0,62010.0,5.0,0.9186099086099091,0
32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,818,Female,3,Laboratory Technician,Single,44030,2.0,20,0,10.0,3,5,0,0,2,4,3.0,4.0,4.0,7.424210832171083,-0.5757891678289173,0.5,0.0,0.0,2.5,14676.666666666666,5.0,-0.5757891678289173,0
54,No,Travel_Frequently,Sales,10,3,Life Sciences,819,Female,4,Research Scientist,Divorced,37610,3.0,12,0,26.0,3,14,1,12,2,3,2.0,4.0,3.0,7.000416666666667,-0.9995833333333328,0.5384615384615384,0.07142857142857142,0.8571428571428571,4.0,9402.5,4.0,-1.9991666666666656,0
29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,820,Female,2,Research Scientist,Single,109340,6.0,17,2,11.0,2,9,0,7,3,3,1.0,1.0,1.0,6.5232007837713235,-1.4767992162286765,0.8181818181818182,0.0,0.7777777777777778,0.3333333333333333,54670.0,5.666666666666667,-5.907196864914706,1
44,No,Travel_Rarely,Sales,26,1,Marketing,821,Male,1,Sales Representative,Married,107610,3.0,11,1,24.0,5,20,14,17,2,3,4.0,1.0,4.0,7.881761280931587,-0.11823871906841266,0.8333333333333334,0.7,0.85,1.3333333333333333,107610.0,3.6666666666666665,-0.11823871906841266,0
39,No,Travel_Rarely,Sales,6,1,Technical Degree,822,Female,2,Laboratory Technician,Single,51750,4.0,17,1,9.0,2,2,2,2,4,3,2.0,2.0,3.0,7.125110867446394,-0.8748891325536059,0.2222222222222222,1.0,1.0,1.75,25875.0,5.666666666666667,-1.7497782651072118,0
46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,823,Male,3,Manufacturing Director,Married,138260,8.0,11,0,23.0,1,13,5,1,2,3,3.0,2.0,4.0,7.023544260027663,-0.9764557399723373,0.5652173913043478,0.38461538461538464,0.07692307692307693,1.25,46086.666666666664,3.6666666666666665,-0.9764557399723373,0
35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,824,Male,2,Research Scientist,Single,63340,1.0,14,0,11.0,2,11,3,3,4,3,4.0,2.0,1.0,6.203768801552644,-1.796231198447356,1.0,0.2727272727272727,0.2727272727272727,0.0,31670.0,4.666666666666667,-7.184924793789424,0
23,No,Travel_Rarely,Research & Development,2,4,Medical,825,Female,2,Manager,Single,49360,0.0,19,1,5.0,2,4,1,2,2,3,1.0,3.0,3.0,7.709598765432099,-0.29040123456790123,0.8,0.25,0.5,0.0,24680.0,6.333333333333333,-0.5808024691358025,0
40,Yes,Travel_Rarely,Research & Development,2,3,Medical,826,Male,2,Research Director,Single,47750,3.0,15,1,15.0,3,5,1,0,4,3,4.0,1.0,1.0,7.620850241545893,-0.3791497584541066,0.3333333333333333,0.2,0.0,3.3333333333333335,23875.0,5.0,-1.5165990338164264,1
34,No,Travel_Rarely,Human Resources,2,3,Human Resources,827,Male,2,Manufacturing Director,Married,28180,1.0,13,1,10.0,2,10,8,6,3,3,4.0,3.0,3.0,10.289966761633428,2.289966761633428,1.0,0.8,0.6,0.0,14090.0,4.333333333333333,4.579933523266856,0
31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,828,Female,2,Healthcare Representative,Single,25150,1.0,14,0,7.0,3,7,7,7,2,3,4.0,3.0,1.0,6.3646038647343,-1.6353961352657,1.0,1.0,1.0,0.0,12575.0,4.666666666666667,-6.5415845410628,1
50,No,Travel_Frequently,Research & Development,6,3,Medical,829,Male,1,Manager,Single,23420,1.0,12,1,32.0,2,32,13,9,2,3,3.0,4.0,3.0,9.983714689265538,1.983714689265538,1.0,0.40625,0.28125,0.0,23420.0,4.0,3.967429378531076,0
34,No,Travel_Rarely,Sales,25,5,Marketing,830,Female,1,Research Scientist,Married,41940,0.0,17,2,12.0,3,11,5,7,3,3,2.0,3.0,3.0,10.494251676245211,2.494251676245211,0.9166666666666666,0.45454545454545453,0.6363636363636364,0.0,41940.0,5.666666666666667,4.988503352490422,0
42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,831,Female,1,Manufacturing Director,Married,106850,4.0,11,3,4.0,2,1,0,0,3,3,3.0,2.0,3.0,6.595753472222223,-1.4042465277777767,0.25,0.0,0.0,0.75,106850.0,3.6666666666666665,-2.8084930555555534,0
37,No,Travel_Rarely,Research & Development,2,2,Medical,832,Male,1,Research Scientist,Married,20220,1.0,12,0,10.0,1,10,3,7,3,3,1.0,4.0,3.0,8.006495911495911,0.006495911495910889,1.0,0.3,0.7,0.0,20220.0,4.0,0.012991822991821778,0
29,No,Travel_Rarely,Research & Development,1,3,Medical,833,Female,1,Manager,Married,23140,3.0,13,0,9.0,5,7,0,7,4,3,3.0,1.0,3.0,6.202246732026144,-1.7977532679738557,0.7777777777777778,0.0,1.0,0.6666666666666666,23140.0,4.333333333333333,-3.5955065359477114,0
33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,834,Male,1,Research Scientist,Single,42560,1.0,13,3,5.0,1,5,0,2,3,3,4.0,2.0,3.0,7.208550309966619,-0.7914496900333807,1.0,0.0,0.4,0.0,42560.0,4.333333333333333,-1.5828993800667615,0
45,No,Travel_Rarely,Sales,3,3,Life Sciences,835,Male,3,Laboratory Technician,Married,35800,4.0,20,1,8.0,1,5,0,3,2,4,4.0,4.0,3.0,6.04475360297536,-1.9552463970246396,0.625,0.0,0.6,0.75,11933.333333333334,5.0,-3.9104927940492793,0
42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,836,Male,2,Manufacturing Director,Married,31620,2.0,17,2,24.0,1,20,13,9,3,3,4.0,4.0,1.0,8.067896174863389,0.06789617486338884,0.8333333333333334,0.65,0.45,2.0,15810.0,5.666666666666667,0.27158469945355534,0
40,No,Travel_Rarely,Sales,10,1,Life Sciences,837,Female,1,Manufacturing Director,Married,65240,0.0,13,1,9.0,2,8,7,1,4,3,1.0,1.0,4.0,6.323114997713763,-1.6768850022862374,0.8888888888888888,0.875,0.125,0.0,65240.0,4.333333333333333,-1.6768850022862374,0
33,No,Travel_Rarely,Research & Development,9,3,Medical,838,Female,2,Manufacturing Director,Married,28990,1.0,17,0,15.0,3,15,5,7,2,3,2.0,3.0,3.0,10.617287649219467,2.6172876492194668,1.0,0.3333333333333333,0.4666666666666667,0.0,14495.0,5.666666666666667,5.2345752984389335,0
40,No,Travel_Rarely,Sales,5,5,Life Sciences,839,Male,1,Manufacturing Director,Single,52310,1.0,12,2,21.0,4,21,7,7,3,3,3.0,4.0,3.0,8.432153916211293,0.43215391621129307,1.0,0.3333333333333333,0.3333333333333333,0.0,52310.0,4.0,0.8643078324225861,0
24,No,Travel_Rarely,Sales,10,2,Marketing,840,Male,1,Manufacturing Director,Divorced,23560,0.0,13,0,2.0,5,1,0,0,3,3,3.0,1.0,3.0,6.096182277318642,-1.9038177226813584,0.5,0.0,0.0,0.0,23560.0,4.333333333333333,-3.807635445362717,0
40,No,Non-Travel,Research & Development,7,3,Medical,841,Male,1,Research Scientist,Divorced,28000,3.0,12,2,8.0,0,2,2,2,2,3,4.0,4.0,3.0,8.382793847566575,0.38279384756657464,0.25,1.0,1.0,2.0,28000.0,4.0,0.7655876951331493,0
45,No,Travel_Rarely,Research & Development,4,3,Medical,842,Female,3,Laboratory Technician,Divorced,118360,1.0,22,0,10.0,2,10,7,7,4,4,1.0,2.0,3.0,6.594626113455227,-1.4053738865447727,1.0,0.7,0.7,0.0,39453.333333333336,5.5,-2.8107477730895454,0
35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,843,Male,1,Healthcare Representative,Married,109030,0.0,11,0,6.0,3,5,4,2,4,3,2.0,3.0,3.0,7.77234075670498,-0.22765924329501974,0.8333333333333334,0.8,0.4,0.0,109030.0,3.6666666666666665,-0.4553184865900395,0
32,No,Travel_Rarely,Research & Development,22,4,Medical,844,Male,1,Sales Executive,Married,29730,3.0,22,0,12.0,0,7,2,5,4,4,4.0,2.0,3.0,7.27428999538958,-0.7257100046104199,0.5833333333333334,0.2857142857142857,0.7142857142857143,1.6666666666666667,29730.0,5.5,-1.4514200092208398,0
36,No,Travel_Rarely,Sales,9,3,Marketing,845,Female,4,Research Scientist,Single,142750,3.0,18,1,7.0,5,3,1,2,2,3,3.0,4.0,2.0,9.089532103825135,1.0895321038251353,0.42857142857142855,0.3333333333333333,0.6666666666666666,1.3333333333333333,35687.5,6.0,3.268596311475406,0
48,No,Travel_Rarely,Research & Development,12,4,Medical,846,Male,1,Laboratory Technician,Divorced,55620,8.0,13,1,18.0,2,8,7,7,3,3,3.0,3.0,3.0,7.859650726676042,-0.14034927332395775,0.4444444444444444,0.875,0.875,1.25,55620.0,4.333333333333333,-0.2806985466479155,0
29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,847,Female,2,Healthcare Representative,Married,45370,6.0,18,1,5.0,5,1,0,0,4,3,3.0,3.0,2.0,7.7590975103734445,-0.24090248962655547,0.2,0.0,0.0,0.6666666666666666,22685.0,6.0,-0.7227074688796664,0
33,No,Travel_Rarely,Research & Development,9,1,Medical,848,Male,1,Healthcare Representative,Married,76420,2.0,20,1,8.0,2,2,2,2,2,4,1.0,1.0,1.0,7.108776115859449,-0.8912238841405511,0.25,1.0,1.0,3.0,76420.0,5.0,-3.5648955365622044,0
30,Yes,Travel_Rarely,Research & Development,1,3,Other,849,Male,3,Sales Executive,Married,179240,1.0,13,2,10.0,2,10,6,7,3,3,2.0,1.0,3.0,7.376322173702087,-0.6236778262979126,1.0,0.6,0.7,0.0,59746.666666666664,4.333333333333333,-1.2473556525958251,1
38,No,Travel_Frequently,Sales,9,3,Marketing,850,Male,1,Manufacturing Director,Married,52040,3.0,13,1,10.0,2,6,1,2,3,3,3.0,3.0,3.0,6.928822640632263,-1.071177359367737,0.6,0.16666666666666666,0.3333333333333333,1.3333333333333333,52040.0,4.333333333333333,-2.142354718735474,0
35,No,Travel_Rarely,Sales,7,2,Life Sciences,851,Male,1,Sales Executive,Single,22770,1.0,12,1,3.0,2,3,1,2,3,3,4.0,1.0,3.0,6.808158014571949,-1.1918419854280513,1.0,0.3333333333333333,0.6666666666666666,0.0,22770.0,4.0,-2.3836839708561026,0
30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,852,Male,5,Research Director,Married,27950,3.0,13,0,9.0,4,4,1,3,3,3,3.0,2.0,3.0,6.500898903195041,-1.4991010968049592,0.4444444444444444,0.25,0.75,1.6666666666666667,5590.0,4.333333333333333,-2.9982021936099184,0
35,Yes,Travel_Rarely,Research & Development,2,3,Medical,853,Female,1,Research Scientist,Divorced,25320,1.0,13,0,1.0,2,1,0,0,1,3,1.0,1.0,3.0,9.684859913793103,1.6848599137931028,1.0,0.0,0.0,0.0,25320.0,4.333333333333333,3.3697198275862057,1
53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,854,Male,2,Manager,Married,25590,0.0,25,0,34.0,2,33,1,9,3,4,3.0,4.0,3.0,6.5080817395264114,-1.4919182604735886,0.9705882352941176,0.030303030303030304,0.2727272727272727,0.0,12795.0,6.25,-2.983836520947177,1
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,855,Female,3,Sales Executive,Married,49080,4.0,19,1,7.0,3,5,1,4,2,3,3.0,2.0,3.0,7.600153177869228,-0.3998468221307716,0.7142857142857143,0.2,0.8,0.5,16360.0,6.333333333333333,-0.7996936442615432,1
32,No,Non-Travel,Research & Development,10,4,Life Sciences,856,Female,5,Research Scientist,Married,23800,4.0,13,0,9.0,5,6,1,2,3,3,4.0,1.0,2.0,7.381282051282051,-0.6187179487179488,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.75,4760.0,4.333333333333333,-1.8561538461538465,0
48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,857,Male,1,Sales Executive,Married,47650,8.0,12,1,10.0,4,8,7,6,3,3,3.0,1.0,2.0,7.112005507662834,-0.8879944923371657,0.8,0.875,0.75,0.25,47650.0,4.0,-2.663983477011497,0
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,858,Male,2,Sales Executive,Single,20440,1.0,11,0,1.0,2,1,0,0,3,3,1.0,4.0,1.0,7.4221641097164115,-0.5778358902835885,1.0,0.0,0.0,0.0,10220.0,3.6666666666666665,-2.311343561134354,0
55,No,Travel_Rarely,Research & Development,11,1,Medical,859,Female,1,Laboratory Technician,Married,26930,1.0,18,0,36.0,6,36,2,13,2,3,3.0,4.0,3.0,6.372202041785375,-1.6277979582146251,1.0,0.05555555555555555,0.3611111111111111,0.0,26930.0,6.0,-3.2555959164292503,0
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,860,Male,2,Research Scientist,Married,65860,9.0,18,1,9.0,3,2,2,1,3,3,2.0,4.0,2.0,6.133991228070175,-1.8660087719298248,0.2222222222222222,1.0,0.5,0.7777777777777778,32930.0,6.0,-5.5980263157894745,0
26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,861,Male,1,Research Director,Married,32940,1.0,11,0,1.0,6,1,0,0,3,3,1.0,4.0,3.0,7.30157019990702,-0.6984298000929803,1.0,0.0,0.0,0.0,32940.0,3.6666666666666665,-1.3968596001859606,0
38,No,Travel_Rarely,Sales,14,2,Marketing,862,Female,1,Sales Executive,Married,41710,0.0,23,0,10.0,4,9,7,7,4,4,3.0,2.0,3.0,7.00611581920904,-0.9938841807909604,0.9,0.7777777777777778,0.7777777777777778,0.0,41710.0,5.75,-1.9877683615819208,0
38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,863,Female,1,Manufacturing Director,Single,27780,2.0,13,0,8.0,5,3,1,2,2,3,2.0,2.0,4.0,7.2450107758620685,-0.7549892241379315,0.375,0.3333333333333333,0.6666666666666666,2.5,27780.0,4.333333333333333,-0.7549892241379315,0
36,No,Travel_Rarely,Human Resources,1,3,Human Resources,864,Male,1,Research Scientist,Single,23770,6.0,13,2,15.0,3,1,0,0,3,3,2.0,3.0,3.0,7.427548100048099,-0.5724518999519006,0.06666666666666667,0.0,0.0,2.3333333333333335,23770.0,4.333333333333333,-1.1449037999038012,0
29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,865,Male,1,Sales Representative,Single,24040,1.0,17,0,10.0,3,10,1,5,2,3,2.0,1.0,3.0,8.108851383028599,0.10885138302859865,1.0,0.1,0.5,0.0,24040.0,5.666666666666667,0.2177027660571973,0
35,No,Travel_Rarely,Sales,12,2,Life Sciences,866,Female,2,Sales Executive,Single,23180,3.0,19,0,10.0,4,5,0,4,4,3,1.0,3.0,3.0,9.29944200779727,1.2994420077972695,0.5,0.0,0.8,1.6666666666666667,11590.0,6.333333333333333,2.598884015594539,0
39,No,Travel_Rarely,Sales,2,2,Medical,867,Female,1,Sales Executive,Married,20080,2.0,12,0,11.0,3,7,7,6,3,3,4.0,3.0,3.0,7.768857142857143,-0.23114285714285732,0.6363636363636364,1.0,0.8571428571428571,2.0,20080.0,4.0,-0.46228571428571463,0
29,No,Travel_Frequently,Research & Development,5,1,Medical,868,Female,1,Research Scientist,Divorced,62440,1.0,22,0,6.0,3,6,1,3,3,4,1.0,4.0,4.0,6.832889123300516,-1.1671108766994838,1.0,0.16666666666666666,0.5,0.0,62440.0,5.5,-1.1671108766994838,0
50,No,Travel_Rarely,Research & Development,4,2,Medical,869,Female,1,Laboratory Technician,Married,27990,4.0,12,1,27.0,0,1,0,0,1,3,3.0,3.0,3.0,9.387326388888887,1.3873263888888872,0.037037037037037035,0.0,0.0,6.5,27990.0,4.0,2.7746527777777743,0
23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,870,Female,3,Manager,Married,105520,2.0,11,0,4.0,2,2,2,2,3,3,4.0,3.0,3.0,6.664042824074074,-1.3359571759259259,0.5,1.0,1.0,1.0,35173.333333333336,3.6666666666666665,-2.6719143518518518,0
36,No,Travel_Frequently,Sales,21,3,Life Sciences,871,Male,2,Human Resources,Married,23290,3.0,15,0,9.0,2,3,0,2,3,3,1.0,1.0,3.0,9.216660756501183,1.2166607565011827,0.3333333333333333,0.0,0.6666666666666666,2.0,11645.0,5.0,2.4333215130023653,0
42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,872,Female,5,Manager,Single,40140,8.0,13,1,24.0,3,1,0,1,3,3,4.0,4.0,3.0,5.996898719707361,-2.003101280292639,0.041666666666666664,0.0,1.0,2.875,8028.0,4.333333333333333,-4.006202560585278,0
35,No,Travel_Rarely,Sales,4,3,Medical,873,Female,2,Laboratory Technician,Married,74030,1.0,12,1,10.0,4,10,6,8,3,3,2.0,3.0,2.0,6.391757741347906,-1.6082422586520941,1.0,0.6,0.8,0.0,37015.0,4.0,-4.824726775956282,0
34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,874,Female,1,Manager,Married,22590,1.0,14,0,8.0,2,8,7,7,3,3,4.0,3.0,2.0,5.9954394157088124,-2.0045605842911876,1.0,0.875,0.875,0.0,22590.0,4.666666666666667,-6.013681752873563,0
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,875,Male,2,Laboratory Technician,Married,69320,1.0,13,0,5.0,5,5,1,2,3,3,4.0,1.0,3.0,6.491637115839243,-1.508362884160757,1.0,0.2,0.4,0.0,34660.0,4.333333333333333,-3.016725768321514,0
43,No,Travel_Rarely,Research & Development,1,1,Other,876,Male,1,Manager,Divorced,46780,5.0,25,1,8.0,0,6,0,2,4,4,4.0,2.0,3.0,7.030567738791423,-0.9694322612085768,0.75,0.0,0.3333333333333333,0.4,46780.0,6.25,-1.9388645224171537,0
35,No,Travel_Rarely,Sales,6,3,Marketing,877,Female,3,Sales Representative,Married,135820,1.0,17,1,1.0,3,1,0,1,2,3,3.0,4.0,2.0,7.3205448259418215,-0.6794551740581785,1.0,0.0,1.0,0.0,45273.333333333336,5.666666666666667,-2.0383655221745354,0
46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,878,Male,1,Laboratory Technician,Single,23320,1.0,11,0,27.0,2,26,0,12,3,3,4.0,1.0,1.0,6.5991343937298295,-1.4008656062701705,0.9629629629629629,0.0,0.46153846153846156,1.0,23320.0,3.6666666666666665,-5.603462425080682,0
28,Yes,Travel_Rarely,Human Resources,1,3,Medical,879,Female,2,Laboratory Technician,Married,24130,1.0,16,1,1.0,2,1,0,0,3,3,3.0,2.0,3.0,8.417341772151898,0.4173417721518984,1.0,0.0,0.0,0.0,12065.0,5.333333333333333,0.8346835443037968,1
