Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MeanWorkingHours,StdWorkingHours,PercentOvertime,TotalDaysWorked
31,1,Travel_Frequently,Research & Development,3,1,Life Sciences,695,Male,1,Sales Executive,Single,71040,1.0,14,1,3.0,3,3,2,2,3,3,4.0,2.0,4.0,9.078821513002364,0.2876686889762359,100.0,235
44,1,Travel_Rarely,Sales,5,3,Life Sciences,696,Male,1,Laboratory Technician,Married,63220,4.0,11,1,10.0,2,3,1,2,3,3,1.0,1.0,4.0,5.984569383794275,0.290610446701996,0.0,229
42,0,Non-Travel,Research & Development,4,3,Life Sciences,697,Male,2,Laboratory Technician,Married,20830,0.0,12,2,21.0,3,20,2,10,2,3,3.0,3.0,2.0,9.682367503486752,0.31524005237556546,100.0,239
55,0,Travel_Rarely,Sales,11,3,Technical Degree,698,Male,2,Manufacturing Director,Married,83810,4.0,15,1,23.0,3,19,9,11,3,3,4.0,3.0,3.0,6.600917397660819,0.28667099458594086,0.0,228
56,0,Travel_Rarely,Sales,3,2,Medical,699,Female,3,Manufacturing Director,Single,26910,6.0,16,1,36.0,6,7,7,7,3,3,4.0,2.0,3.0,8.004705459770115,0.2962926564519253,49.137931034482754,232
40,0,Non-Travel,Research & Development,1,1,Life Sciences,700,Male,1,Laboratory Technician,Divorced,42860,9.0,15,0,6.0,6,4,0,0,3,3,3.0,3.0,3.0,7.306210648148149,0.3050998017241757,0.8333333333333334,240
34,0,Travel_Rarely,Research & Development,3,2,Technical Degree,701,Male,2,Research Director,Divorced,26590,0.0,24,3,10.0,2,9,1,6,3,4,4.0,4.0,2.0,7.377629009762902,0.3050978067435778,1.6736401673640167,239
40,0,Travel_Rarely,Sales,4,3,Medical,702,Male,2,Sales Executive,Single,94340,1.0,13,1,9.0,3,9,8,8,2,3,3.0,4.0,3.0,5.978105646630236,0.307988470016191,0.0,244
41,0,Travel_Frequently,Sales,1,4,Other,703,Female,2,Healthcare Representative,Divorced,55610,0.0,11,0,10.0,2,9,1,7,2,3,3.0,1.0,3.0,7.670687943262411,0.28915737013990195,12.340425531914894,235
35,0,Travel_Frequently,Sales,1,2,Technical Degree,704,Male,2,Manager,Single,66460,1.0,13,1,9.0,2,9,1,1,2,3,3.0,3.0,3.0,9.504919278252613,0.2767653440863368,100.0,234
51,0,Travel_Rarely,Sales,18,2,Life Sciences,705,Male,4,Manufacturing Director,Divorced,77250,1.0,13,1,33.0,2,33,0,10,3,3,3.0,2.0,3.0,9.523341503267975,0.32271943430719147,100.0,238
38,0,Travel_Rarely,Sales,2,4,Life Sciences,706,Female,1,Research Scientist,Divorced,107250,3.0,18,0,11.0,5,7,1,7,2,3,2.0,1.0,3.0,6.590448898265354,0.29543304792028463,0.0,237
34,0,Travel_Rarely,Sales,4,3,Life Sciences,707,Male,2,Research Scientist,Single,88470,1.0,16,0,10.0,3,10,9,6,4,3,3.0,1.0,4.0,7.251989325570111,0.30418963644015656,0.43668122270742354,229
25,0,Travel_Rarely,Research & Development,6,2,Medical,708,Female,4,Research Scientist,Married,20450,3.0,19,0,7.0,3,3,1,2,3,3,4.0,4.0,2.0,6.313608663729808,0.32093865990810044,0.0,227
58,1,Travel_Rarely,Sales,1,4,Technical Degree,709,Male,2,Sales Executive,Married,10090,7.0,13,2,31.0,3,10,5,9,4,3,3.0,1.0,2.0,8.509759825327512,0.2866278119598963,96.06986899563319,229
40,0,Travel_Rarely,Research & Development,14,4,Medical,710,Female,1,Research Scientist,Married,33480,3.0,22,0,7.0,2,4,0,3,1,4,2.0,2.0,3.0,6.106740984405457,0.3369008344161305,0.0,228
36,0,Travel_Frequently,Sales,16,2,Life Sciences,711,Male,1,Research Scientist,Married,12810,2.0,11,0,17.0,2,15,6,13,3,3,1.0,1.0,2.0,6.106379392212726,0.2988381200144276,0.0,234
48,0,Travel_Rarely,Research & Development,2,1,Life Sciences,712,Male,2,Research Scientist,Single,28190,1.0,20,0,11.0,2,10,0,8,2,4,4.0,4.0,3.0,7.624390495867768,0.2927093304411431,12.8099173553719,242
27,0,Travel_Rarely,Research & Development,2,3,Life Sciences,713,Female,2,Laboratory Technician,Married,48510,8.0,18,0,5.0,2,1,0,0,3,3,3.0,4.0,3.0,7.11714318921432,0.29517530357722693,0.0,239
51,0,Travel_Rarely,Research & Development,4,1,Medical,714,Female,3,Manufacturing Director,Single,40280,3.0,14,0,29.0,3,5,0,3,3,3,4.0,2.0,2.0,7.469346549192363,0.2821762601070791,2.643171806167401,227
18,0,Non-Travel,Research & Development,1,4,Medical,715,Male,2,Sales Executive,Single,27200,1.0,22,1,0.0,2,0,0,0,3,4,4.0,4.0,4.0,7.89032786885246,0.3069869993669102,35.65573770491803,244
35,0,Travel_Rarely,Research & Development,1,4,Other,716,Female,2,Research Director,Married,81200,0.0,13,0,10.0,2,9,0,0,2,3,4.0,4.0,3.0,7.175936438622029,0.2857933724220518,0.43668122270742354,229
27,0,Travel_Frequently,Research & Development,26,4,Medical,717,Female,1,Research Director,Single,46470,3.0,17,0,8.0,3,6,0,0,4,3,4.0,4.0,3.0,7.3589580403188,0.26842441100653586,0.8438818565400843,237
55,1,Travel_Rarely,Research & Development,19,3,Technical Degree,718,Male,1,Human Resources,Single,46800,6.0,14,3,24.0,0,19,3,8,4,3,1.0,3.0,2.0,8.709841106538637,0.2968111072718199,98.76543209876543,243
56,0,Travel_Rarely,Research & Development,24,4,Life Sciences,719,Male,2,Laboratory Technician,Married,32210,4.0,15,2,33.0,2,19,15,9,3,3,4.0,2.0,3.0,10.396509456264775,0.3165671693299077,100.0,235
34,0,Non-Travel,Sales,1,2,Life Sciences,720,Male,2,Research Scientist,Divorced,86210,1.0,17,1,5.0,1,5,0,0,3,3,1.0,3.0,3.0,6.400724121557455,0.30883373675231945,0.0,234
40,0,Travel_Rarely,Research & Development,3,3,Life Sciences,721,Male,2,Sales Executive,Divorced,45770,5.0,11,1,15.0,3,12,11,8,2,3,2.0,3.0,3.0,6.503203860640301,0.2948778327722633,0.0,236
34,0,Travel_Rarely,Research & Development,5,3,Life Sciences,722,Male,1,Research Scientist,Married,45530,4.0,18,1,10.0,2,8,7,7,4,3,2.0,3.0,3.0,7.227850189933522,0.29103433983173077,0.0,234
31,1,Travel_Frequently,Research & Development,2,2,Medical,723,Female,2,Manufacturing Director,Single,53960,7.0,17,1,3.0,2,1,0,0,1,3,3.0,4.0,4.0,7.686837068160597,0.2987628826499965,13.445378151260504,238
35,1,Travel_Frequently,Research & Development,1,2,Medical,724,Male,1,Manufacturing Director,Married,67960,0.0,13,0,5.0,2,4,3,2,3,3,4.0,3.0,2.0,9.13640848317197,0.28838043738065655,100.0,241
38,0,Travel_Frequently,Research & Development,7,3,Medical,725,Female,2,Sales Representative,Divorced,76250,1.0,15,0,4.0,2,4,0,3,2,3,4.0,3.0,3.0,6.3929461651917405,0.29799246929323375,0.0,226
34,0,Travel_Rarely,Research & Development,10,4,Other,726,Female,2,Laboratory Technician,Single,74120,1.0,24,0,14.0,4,14,4,11,3,4,3.0,4.0,4.0,7.911889604196472,0.27438945082166316,35.622317596566525,233
28,0,Travel_Rarely,Research & Development,2,3,Life Sciences,727,Female,2,Healthcare Representative,Married,111590,1.0,12,0,5.0,2,5,0,4,3,3,3.0,1.0,3.0,6.722281576448243,0.3190163484949867,0.0,234
31,1,Travel_Rarely,Research & Development,15,2,Life Sciences,728,Male,2,Sales Executive,Married,49600,1.0,15,0,10.0,3,10,6,7,2,3,4.0,3.0,2.0,10.895542770804276,0.3058422551321483,100.0,239
39,0,Travel_Rarely,Research & Development,17,4,Technical Degree,729,Female,2,Healthcare Representative,Married,104750,3.0,11,1,8.0,3,5,1,4,3,3,1.0,4.0,4.0,10.252200854700853,0.3159073629943932,100.0,247
51,0,Travel_Frequently,Research & Development,20,3,Medical,730,Male,2,Sales Executive,Married,148140,2.0,11,1,14.0,2,4,3,2,2,3,2.0,2.0,3.0,7.111849830179524,0.2846262062411059,0.0,229
41,0,Travel_Frequently,Research & Development,1,3,Life Sciences,731,Male,4,Sales Executive,Divorced,191410,3.0,12,1,12.0,2,6,3,3,3,3,4.0,4.0,2.0,10.680777310924372,0.3019861868861183,100.0,238
37,0,Travel_Rarely,Research & Development,2,2,Medical,732,Female,1,Healthcare Representative,Married,54050,7.0,15,0,8.0,3,6,1,3,4,3,3.0,3.0,3.0,10.397079831932771,0.3194014938152428,100.0,238
33,0,Travel_Frequently,Research & Development,2,3,Medical,733,Female,1,Sales Executive,Married,87930,6.0,17,0,8.0,2,5,1,2,3,3,2.0,4.0,4.0,7.779559027777778,0.30006760435254204,22.916666666666664,240
32,0,Travel_Rarely,Research & Development,1,4,Medical,734,Male,5,Research Director,Married,191890,0.0,12,1,4.0,3,3,1,2,3,3,3.0,2.0,2.0,10.40615181992337,0.29879890903505035,100.0,232
39,0,Non-Travel,Research & Development,29,2,Life Sciences,735,Male,2,Sales Executive,Married,38750,3.0,15,0,13.0,3,6,0,5,3,3,3.0,3.0,3.0,6.613607624360761,0.28401192822934507,0.0,239
25,0,Travel_Rarely,Research & Development,7,4,Life Sciences,736,Male,1,Sales Executive,Married,22160,2.0,13,3,6.0,2,3,1,2,2,3,1.0,3.0,3.0,7.2260580912863075,0.3000347091258197,0.4149377593360996,241
52,0,Travel_Frequently,Research & Development,2,1,Life Sciences,737,Male,2,Sales Executive,Married,117130,2.0,14,0,24.0,2,5,0,2,3,3,4.0,3.0,2.0,9.105581340834505,0.2880267798976936,100.0,237
43,0,Travel_Rarely,Research & Development,2,2,Medical,738,Male,1,Laboratory Technician,Single,78610,1.0,14,2,20.0,1,20,1,8,3,3,1.0,3.0,1.0,9.720646591970121,0.2783394685424159,100.0,238
27,0,Travel_Rarely,Research & Development,2,4,Life Sciences,739,Male,1,Human Resources,Married,37080,1.0,16,2,6.0,2,6,4,4,3,3,4.0,4.0,3.0,10.324486531986532,0.2957276652447847,100.0,231
27,1,Travel_Rarely,Research & Development,2,5,Life Sciences,740,Female,1,Research Scientist,Single,137700,1.0,18,1,8.0,3,8,7,7,4,3,4.0,3.0,3.0,9.997716689718764,0.29646048560085203,100.0,241
26,0,Travel_Rarely,Research & Development,2,2,Other,741,Male,3,Laboratory Technician,Single,53040,0.0,20,1,5.0,2,4,1,1,3,4,1.0,4.0,3.0,6.296890123456791,0.3171285106201158,0.0,225
42,0,Travel_Rarely,Sales,23,3,Marketing,742,Female,3,Research Scientist,Married,26420,0.0,13,1,21.0,3,20,0,9,3,3,3.0,1.0,3.0,6.075256680731363,0.28850795135179946,0.0,237
52,0,Travel_Rarely,Research & Development,5,2,Life Sciences,743,Female,1,Healthcare Representative,Married,27590,9.0,18,1,12.0,6,5,0,4,3,3,3.0,1.0,1.0,6.478247044917258,0.3094632398569531,0.0,235
37,0,Travel_Rarely,Research & Development,20,5,Life Sciences,744,Male,2,Manager,Single,68040,4.0,13,1,8.0,1,3,0,2,3,3,1.0,3.0,3.0,7.52220652173913,0.3152214139455877,6.956521739130435,230
35,0,Travel_Frequently,Research & Development,6,4,Medical,745,Female,2,Research Director,Single,61420,2.0,15,1,10.0,2,2,2,2,3,3,3.0,4.0,3.0,7.686039855072463,0.28725192210956896,13.043478260869565,230
25,0,Travel_Rarely,Research & Development,1,4,Medical,746,Male,2,Sales Executive,Married,25000,4.0,14,2,7.0,2,3,0,2,1,3,1.0,4.0,2.0,7.972668128654971,0.26458424753726895,45.614035087719294,228
26,0,Travel_Rarely,Research & Development,29,4,Life Sciences,747,Male,1,Research Scientist,Single,63890,0.0,22,0,8.0,2,7,0,7,2,4,3.0,1.0,3.0,6.805875788452208,0.3143199806922306,0.0,229
29,0,Travel_Rarely,Sales,9,3,Life Sciences,748,Male,1,Laboratory Technician,Single,111030,1.0,12,0,10.0,5,10,0,9,2,3,2.0,1.0,2.0,6.217927616413093,0.29742990285862597,0.0,241
49,1,Travel_Frequently,Sales,6,5,Medical,749,Female,2,Healthcare Representative,Single,23420,3.0,18,0,20.0,2,4,1,3,3,3,1.0,1.0,3.0,7.083067226890755,0.2941408561122741,0.0,238
29,1,Travel_Frequently,Sales,3,2,Marketing,750,Female,2,Laboratory Technician,Single,68110,0.0,15,1,9.0,2,8,7,7,3,3,3.0,4.0,3.0,8.584576661814653,0.2756915966936862,97.81659388646288,229
54,0,Travel_Rarely,Sales,1,3,Medical,751,Female,2,Manager,Single,22970,6.0,18,2,29.0,2,20,12,7,2,3,4.0,4.0,2.0,6.19813768115942,0.3072887056112432,0.0,230
58,0,Travel_Rarely,Sales,22,3,Life Sciences,752,Female,2,Laboratory Technician,Married,24500,3.0,12,1,32.0,2,9,1,5,3,3,4.0,1.0,3.0,10.612399503161699,0.28082830660401265,100.0,246
55,0,Travel_Rarely,Research & Development,7,3,Life Sciences,753,Female,3,Research Scientist,Divorced,50930,2.0,16,1,31.0,3,7,0,0,3,3,2.0,4.0,4.0,7.483309489747259,0.28653722145823196,2.1459227467811157,233
36,0,Travel_Rarely,Research & Development,1,3,Medical,754,Male,2,Sales Executive,Single,53090,3.0,13,0,15.0,5,5,0,1,3,3,1.0,2.0,3.0,9.401894586894585,0.31217165321712464,100.0,234
31,1,Travel_Frequently,Sales,4,3,Life Sciences,755,Male,2,Manager,Single,30570,1.0,19,0,1.0,3,1,0,0,3,3,2.0,3.0,3.0,7.30347337962963,0.29165275098849014,0.8333333333333334,240
30,0,Travel_Rarely,Sales,3,3,Life Sciences,756,Male,3,Sales Executive,Divorced,51210,7.0,13,0,8.0,4,3,0,2,3,3,4.0,1.0,3.0,7.53879931972789,0.29853190244438377,4.489795918367347,245
31,0,Travel_Rarely,Research & Development,1,3,Medical,757,Male,1,Laboratory Technician,Single,168560,3.0,12,1,9.0,3,3,1,0,3,3,1.0,2.0,4.0,7.2914336158192095,0.28583164836540714,0.847457627118644,236
34,0,Travel_Frequently,Sales,2,1,Marketing,758,Female,5,Manager,Divorced,26860,5.0,11,0,10.0,3,4,1,3,4,3,4.0,1.0,3.0,7.603156676413255,0.3013317001739381,8.333333333333332,228
31,1,Travel_Rarely,Sales,20,3,Technical Degree,759,Male,1,Research Scientist,Single,61800,1.0,14,1,1.0,2,1,0,0,1,3,1.0,2.0,4.0,8.038707264957264,0.29490094171103315,52.56410256410257,234
27,0,Travel_Rarely,Human Resources,11,4,Medical,760,Male,4,Sales Executive,Married,66320,0.0,16,0,6.0,3,5,1,4,3,3,2.0,1.0,4.0,7.189699359853681,0.2889550911370079,0.0,243
36,0,Travel_Rarely,Sales,1,3,Marketing,761,Male,2,Research Scientist,Single,35050,1.0,12,2,10.0,2,10,1,8,2,3,1.0,4.0,2.0,6.329309056956116,0.3091707004667672,0.0,238
36,0,Travel_Rarely,Research & Development,24,3,Other,762,Female,3,Research Director,Married,63970,4.0,14,1,11.0,3,3,0,2,3,3,3.0,1.0,2.0,7.316132653061224,0.29326053621880616,0.40816326530612246,245
47,0,Travel_Rarely,Research & Development,23,4,Life Sciences,763,Female,2,Sales Executive,Married,62740,7.0,14,2,17.0,0,6,1,2,3,3,1.0,4.0,2.0,7.7893213783403645,0.2886188706639345,21.940928270042196,237
25,1,Travel_Rarely,Sales,16,4,Life Sciences,764,Male,2,Research Scientist,Married,198590,3.0,19,0,6.0,3,3,2,2,2,3,1.0,1.0,3.0,7.221421706516643,0.2863991528488868,0.0,237
37,0,Non-Travel,Sales,8,4,Medical,765,Male,1,Healthcare Representative,Single,75870,0.0,22,1,7.0,5,6,1,3,3,4,3.0,3.0,1.0,7.603537195994278,0.3023027107283493,10.300429184549357,233
56,0,Travel_Rarely,Research & Development,10,4,Other,766,Male,2,Sales Representative,Married,42580,2.0,16,0,5.0,2,3,1,0,3,3,1.0,1.0,4.0,6.623406369731801,0.2968436549187011,0.0,232
47,0,Travel_Rarely,Research & Development,3,2,Medical,767,Male,2,Laboratory Technician,Married,43640,3.0,11,1,26.0,3,20,5,6,3,3,1.0,3.0,4.0,6.299673812816965,0.2892892993474283,0.0,241
24,0,Travel_Rarely,Research & Development,5,1,Other,768,Male,1,Manufacturing Director,Married,43350,1.0,15,1,5.0,5,5,0,3,3,3,4.0,3.0,3.0,9.67537900188324,0.30343425429541676,100.0,236
32,0,Travel_Rarely,Sales,4,3,Marketing,769,Male,1,Research Scientist,Married,53260,4.0,14,1,7.0,2,4,0,3,3,3,4.0,4.0,2.0,7.485165260196905,0.2707561565023034,3.79746835443038,237
34,0,Travel_Rarely,Research & Development,9,2,Medical,770,Male,1,Sales Executive,Married,32800,5.0,13,0,7.0,3,5,0,2,3,3,4.0,2.0,2.0,6.101879588839941,0.31501577842972955,0.0,227
41,0,Travel_Rarely,Research & Development,26,3,Medical,771,Female,3,Sales Executive,Married,54850,2.0,17,2,7.0,2,4,0,3,3,3,2.0,3.0,2.0,10.499181527206218,0.2746011713884557,100.0,243
40,0,Non-Travel,Sales,3,2,Life Sciences,772,Male,1,Sales Executive,Divorced,43420,3.0,11,1,11.0,6,8,0,7,2,3,3.0,3.0,4.0,6.390747584541063,0.3018501863255547,0.0,230
31,0,Travel_Rarely,Research & Development,16,3,Medical,773,Male,2,Human Resources,Divorced,27820,1.0,19,1,13.0,5,13,9,9,3,3,1.0,4.0,3.0,6.676340479483634,0.31475516469279663,0.0,241
46,1,Travel_Rarely,Research & Development,18,1,Medical,774,Male,1,Manufacturing Director,Divorced,59800,4.0,11,1,28.0,2,7,4,3,3,3,1.0,4.0,4.0,6.667140522875818,0.3148211490081701,0.0,238
39,1,Non-Travel,Research & Development,2,4,Medical,775,Male,2,Manufacturing Director,Single,43810,2.0,15,2,11.0,1,1,0,0,2,3,1.0,1.0,4.0,9.4125971650663,0.27166127903501924,100.0,243
31,1,Travel_Frequently,Sales,2,3,Medical,776,Male,2,Sales Executive,Single,25720,1.0,13,3,10.0,3,10,4,7,3,3,3.0,2.0,3.0,6.807770499757399,0.30324299102870683,0.0,229
45,0,Travel_Rarely,Sales,10,2,Marketing,777,Male,1,Sales Executive,Divorced,38330,2.0,14,0,24.0,1,7,0,7,3,3,2.0,1.0,3.0,10.50107328605201,0.29803230982091045,100.0,235
31,0,Travel_Rarely,Research & Development,16,4,Life Sciences,778,Male,3,Human Resources,Single,42440,9.0,13,0,8.0,3,3,0,2,3,3,4.0,2.0,3.0,6.649557522123893,0.30011428077780355,0.0,226
31,1,Travel_Frequently,Research & Development,7,4,Life Sciences,779,Male,1,Laboratory Technician,Married,65000,6.0,23,1,7.0,5,2,2,2,3,4,2.0,4.0,1.0,10.30844421582076,0.28218476701408796,100.0,243
45,0,Travel_Rarely,Research & Development,1,2,Life Sciences,780,Female,1,Research Scientist,Married,184300,4.0,12,1,10.0,5,3,1,2,3,3,2.0,4.0,4.0,10.611550332383667,0.3025994147775673,100.0,234
48,0,Travel_Rarely,Research & Development,24,3,Technical Degree,781,Male,2,Research Scientist,Divorced,16010,4.0,12,0,15.0,3,2,2,2,3,3,3.0,1.0,3.0,7.119044917257683,0.2852995984339984,0.0,235
34,1,Travel_Rarely,Research & Development,7,4,Medical,782,Male,2,Research Scientist,Married,26940,1.0,16,1,2.0,3,2,2,2,3,3,1.0,3.0,3.0,7.405662393162393,0.30966895181969106,3.418803418803419,234
40,0,Non-Travel,Research & Development,25,4,Other,783,Female,1,Sales Executive,Divorced,31490,2.0,15,1,16.0,1,9,4,8,2,3,4.0,2.0,3.0,8.033875114784205,0.2962626894396499,57.02479338842975,242
28,0,Travel_Rarely,Research & Development,1,2,Technical Degree,784,Female,1,Research Scientist,Single,176390,0.0,13,1,6.0,0,5,1,3,3,3,4.0,1.0,3.0,6.488941344778256,0.30151706469004197,0.0,233
44,0,Non-Travel,Research & Development,5,3,Life Sciences,785,Male,1,Laboratory Technician,Single,23190,3.0,18,0,7.0,4,5,0,3,2,3,3.0,3.0,3.0,6.603619565217392,0.325556118605841,0.0,230
53,0,Travel_Rarely,Research & Development,2,4,Technical Degree,786,Male,2,Manager,Single,116910,4.0,20,0,35.0,2,9,8,8,3,4,4.0,2.0,2.0,6.909737654320988,0.31649247985304513,0.0,234
49,0,Travel_Rarely,Research & Development,7,3,Life Sciences,787,Male,3,Laboratory Technician,Married,53240,2.0,19,0,20.0,2,3,1,2,1,3,1.0,3.0,2.0,6.783873905025358,0.31254571833943573,0.0,241
40,0,Travel_Rarely,Research & Development,2,4,Life Sciences,788,Male,3,Laboratory Technician,Divorced,167520,2.0,18,1,8.0,3,3,1,2,3,3,3.0,3.0,4.0,6.513810185185187,0.29802326113257904,0.0,240
44,0,Travel_Rarely,Research & Development,5,1,Other,789,Male,3,Research Scientist,Single,52280,1.0,13,0,6.0,2,5,1,3,4,3,4.0,2.0,2.0,6.923727231329691,0.2962821275740722,0.0,244
33,0,Travel_Frequently,Human Resources,10,3,Medical,790,Female,2,Sales Executive,Married,27000,0.0,14,3,5.0,2,4,0,3,3,3,4.0,1.0,3.0,7.28843487394958,0.29925854248586586,2.100840336134454,238
34,0,Travel_Rarely,Research & Development,10,4,Life Sciences,791,Female,1,Sales Representative,Single,192460,3.0,15,1,15.0,5,13,3,12,3,3,4.0,1.0,3.0,6.880241290018832,0.31213939590246526,0.0,236
30,0,Travel_Rarely,Sales,1,2,Technical Degree,792,Male,1,Laboratory Technician,Married,25060,8.0,22,0,4.0,3,2,2,2,3,4,4.0,3.0,2.0,6.058786610878661,0.3387414861837616,0.0,239
42,0,Travel_Frequently,Research & Development,8,4,Medical,793,Female,1,Sales Executive,Single,60620,1.0,22,2,12.0,2,12,5,8,3,4,1.0,4.0,3.0,7.300039158100831,0.29984280492177595,0.0,227
44,0,Travel_Frequently,Research & Development,5,3,Life Sciences,794,Female,5,Manufacturing Director,Married,43820,7.0,16,2,11.0,2,1,0,0,3,3,1.0,3.0,2.0,7.579750712250712,0.27440780550569904,6.837606837606838,234
30,0,Non-Travel,Research & Development,8,3,Life Sciences,795,Male,1,Manufacturing Director,Divorced,21430,1.0,17,1,1.0,2,1,0,0,3,3,3.0,3.0,2.0,6.094781400966183,0.31471123444288485,0.0,230
57,0,Travel_Rarely,Sales,2,1,Life Sciences,796,Male,3,Research Scientist,Married,61620,0.0,14,0,13.0,5,12,2,8,2,3,2.0,3.0,2.0,7.580286231884057,0.3109009463030897,8.26086956521739,230
49,0,Travel_Rarely,Research & Development,7,3,Technical Degree,797,Female,2,Sales Executive,Divorced,50940,3.0,15,0,29.0,5,8,0,7,3,3,3.0,2.0,3.0,6.893671139359698,0.33957302878681483,0.0,236
34,0,Travel_Frequently,Research & Development,2,4,Medical,798,Female,2,Sales Representative,Divorced,68770,7.0,20,0,16.0,3,14,6,9,3,4,2.0,1.0,2.0,6.305397865114022,0.2953612881566631,0.0,229
28,1,Travel_Frequently,Research & Development,2,3,Medical,799,Male,1,Research Scientist,Married,22740,3.0,20,1,5.0,5,3,1,2,3,4,1.0,3.0,4.0,6.538028233151184,0.30670173008460583,0.0,244
29,1,Travel_Frequently,Research & Development,28,3,Medical,800,Female,5,Research Scientist,Single,44340,2.0,17,3,7.0,1,5,0,0,3,3,1.0,2.0,1.0,7.796020804755372,0.291125463720022,24.691358024691358,243
34,1,Travel_Rarely,Research & Development,7,1,Medical,801,Male,1,Research Scientist,Single,62880,0.0,15,1,16.0,2,15,10,10,3,3,1.0,2.0,4.0,8.512823691460055,0.30230031887418485,96.69421487603306,242
35,0,Travel_Rarely,Sales,7,4,Other,802,Female,4,Healthcare Representative,Married,25530,1.0,14,1,1.0,4,1,0,0,2,3,4.0,3.0,3.0,6.602291972589329,0.30811166349641594,0.0,227
24,1,Travel_Frequently,Sales,3,3,Life Sciences,803,Male,2,Research Scientist,Single,76540,2.0,17,1,4.0,3,0,0,0,2,3,2.0,1.0,2.0,8.521810920362423,0.292119000113434,96.99570815450643,233
24,0,Non-Travel,Research & Development,10,3,Life Sciences,804,Female,2,Manager,Married,51600,1.0,17,1,1.0,3,1,0,0,1,3,4.0,2.0,3.0,7.350506741050674,0.2834429878574906,1.6736401673640167,239
44,0,Travel_Frequently,Research & Development,5,2,Medical,805,Female,2,Research Scientist,Single,171590,5.0,22,1,16.0,1,2,2,2,2,4,2.0,3.0,2.0,10.292641746684955,0.31584998488462945,100.0,243
29,0,Travel_Rarely,Sales,10,2,Life Sciences,806,Female,1,Sales Executive,Divorced,128080,1.0,13,0,10.0,6,10,0,4,3,3,3.0,3.0,3.0,7.0301909007773205,0.3110371579865382,0.0,243
30,0,Travel_Rarely,Research & Development,1,2,Life Sciences,807,Male,3,Sales Executive,Divorced,102210,0.0,19,1,6.0,2,5,1,3,3,3,3.0,3.0,4.0,6.10149678604224,0.315595866632442,0.0,242
55,0,Travel_Rarely,Sales,20,3,Marketing,808,Male,2,Research Scientist,Married,47790,0.0,14,1,4.0,6,3,1,2,3,3,4.0,3.0,3.0,10.69115721040189,0.2744013845104829,100.0,235
33,0,Travel_Rarely,Research & Development,7,2,Life Sciences,809,Male,2,Research Scientist,Married,37370,8.0,22,2,8.0,2,5,0,2,3,4,1.0,2.0,3.0,7.8985393897996365,0.3020197835995871,36.47540983606557,244
47,0,Travel_Rarely,Research & Development,8,4,Medical,810,Female,2,Sales Representative,Married,23660,3.0,17,0,11.0,5,5,1,2,2,3,3.0,3.0,2.0,10.849712962962963,0.2815113701693708,100.0,240
28,1,Travel_Frequently,Sales,1,3,Marketing,811,Male,2,Laboratory Technician,Single,17060,7.0,12,0,8.0,3,0,0,0,3,3,3.0,1.0,2.0,7.588862704918032,0.30039708783116326,9.836065573770492,244
28,0,Travel_Rarely,Sales,8,4,Marketing,812,Male,1,Laboratory Technician,Divorced,163070,1.0,16,0,1.0,3,1,0,0,2,3,1.0,3.0,1.0,6.122644675925926,0.30231212381953815,0.0,240
28,0,Travel_Frequently,Research & Development,9,3,Life Sciences,813,Female,2,Sales Executive,Single,59330,0.0,11,0,5.0,3,4,1,3,3,3,3.0,1.0,3.0,6.962416789035733,0.3012637795360543,0.0,227
49,0,Travel_Rarely,Research & Development,5,4,Life Sciences,814,Female,1,Research Scientist,Married,34240,4.0,11,0,10.0,3,3,1,2,3,3,3.0,1.0,3.0,6.4000119217930385,0.29444376376034515,0.0,233
29,0,Travel_Frequently,Research & Development,8,1,Medical,815,Male,1,Research Scientist,Married,40370,0.0,14,0,4.0,2,3,0,2,1,3,4.0,2.0,3.0,7.121506147540984,0.2864475069823073,0.0,244
28,0,Travel_Rarely,Research & Development,5,1,Technical Degree,816,Male,2,Laboratory Technician,Married,25590,1.0,11,0,8.0,3,8,1,7,2,3,3.0,2.0,2.0,5.973506038647343,0.3041066239522755,0.0,230
33,0,Travel_Rarely,Research & Development,15,4,Life Sciences,817,Female,1,Sales Executive,Single,62010,2.0,15,3,14.0,2,0,0,0,2,3,4.0,3.0,3.0,8.459304954304955,0.30101104047470906,94.8051948051948,231
32,0,Travel_Rarely,Research & Development,7,3,Life Sciences,818,Female,3,Laboratory Technician,Single,44030,2.0,20,0,10.0,3,5,0,0,2,4,3.0,4.0,4.0,7.4242108321710845,0.2880732000107163,3.765690376569038,239
54,0,Travel_Frequently,Sales,10,3,Life Sciences,819,Female,4,Research Scientist,Divorced,37610,3.0,12,0,26.0,3,14,1,12,2,3,2.0,4.0,3.0,7.000416666666667,0.2746345819512365,0.0,228
29,1,Travel_Rarely,Research & Development,5,3,Life Sciences,820,Female,2,Research Scientist,Single,109340,6.0,17,2,11.0,2,9,0,7,3,3,1.0,1.0,1.0,6.523200783771323,0.307151209033428,0.0,241
